ENSPTRG00000001238	7.408212534650011	8.367227940684932	8.367123203591742	10.091077850714486	7.897081440190624
ENSPTRG00000001579	3.0557278121551943	2.645199954632577	2.1469925007102986		2.039375359625589
ENSPTRG00000003354	2.3678987141826657	2.4372934426502386	3.25794963772701		2.9466187471895577
ENSPTRG00000003805	3.2395175158001708	2.6590625123481786	4.4483547336704765	2.7232680982337087	
ENSPTRG00000004083	2.349094282403321	2.3119417051425284	2.700072157167685		2.651587878552493
ENSPTRG00000004369	3.341471790561504	4.1678569867428354	2.9912481700277196	3.174957600985914	2.963866378624599
ENSPTRG00000004392	2.358898450619386	2.7646614765114763	2.2907987585856158		2.775294425507175
ENSPTRG00000004549		2.0199611219712827	2.1843682600108947	2.075696555153882	2.4516378209661327
ENSPTRG00000004722	8.270258985752992	9.16513472814489	9.09864452186373	9.541353701037858	9.267171412521424
ENSPTRG00000005536	6.2940294013971085	7.159731434955341	6.779909583813192	8.199985300677307	7.551243011427024
ENSPTRG00000007645	2.8302021609067216	3.01189048896965	3.596034641499601		3.440587367412277
ENSPTRG00000007782	2.119842023731938	2.389742379037905	2.8165675977547964	2.8740077640719464	
ENSPTRG00000008296	2.5760566952556574	3.6107499416978435	3.5639989004914208	2.037002611703004	3.302060435421867
ENSPTRG00000009592	3.513192995559142	3.2828787235873844	3.0553904899260367		2.8475307538554318
ENSPTRG00000010161	2.4758131069521316	2.478263364295255	3.718563630459222		3.045498489209151
ENSPTRG00000010221	2.1368750206366993	2.3369839166772146	2.6166352448673673		2.062014719077006
ENSPTRG00000010298	2.270607814770852	2.0499917660719014	2.6448863969168706		2.370446133435845
ENSPTRG00000010707	2.3134675099849433	2.760951117128948	3.356872141139992		4.378356772511144
ENSPTRG00000011087	2.4305293547521307	2.6545934367730455	3.073892555437562		3.734045737583082
ENSPTRG00000011143	2.509078008833702	3.027037741878543	2.705901702079322		3.1209266601973544
ENSPTRG00000011371	2.7647990239115288	2.923715610346562	2.8445854016322505		2.7516264738384564
ENSPTRG00000011548	2.5611741090216076		3.4266589053685426	2.676997508606273	3.4118258478494674
ENSPTRG00000012839	3.204676854979602	2.019241933706449	2.4953265893023837		2.678630837715906
ENSPTRG00000012901	3.1597703745999604	2.190090145113085	5.684373963818314		3.5781527273225846
ENSPTRG00000013176	2.4033072599845426	2.96909026745904	2.343758637285848	2.509931417229634	2.0392497418042876
ENSPTRG00000013318	2.9847564052438775	2.976873286689287	2.05173139816477		3.5215544672954375
ENSPTRG00000014441	3.0862959490562245	2.4525896269584333	3.6384988157772606		2.8067508981473512
ENSPTRG00000014841	2.1810137906730542	4.53390634754199	2.758022365049928	2.0131486718239566	4.363240989310912
ENSPTRG00000014880	2.923783105387002	2.400850471237968	3.057241086263419	2.203909992050394	
ENSPTRG00000015565	2.9560923115726863	3.2975165531675503	2.819921889738412	2.7084121870326157	4.02882657656714
ENSPTRG00000015617	2.320417946294056	3.6625886750255887	3.5904274035175208	2.880588785940549	
ENSPTRG00000015930	3.366097847186918	2.1178646665355814	4.1563833527239105	2.459720028803732	2.395273676440623
ENSPTRG00000016106	2.56460030697377	5.040347854226692		2.727312930397554	3.6874947459072986
ENSPTRG00000017115	4.417323182444635	2.5140324900338125	3.307271698966075		2.0481532488779712
ENSPTRG00000017796	3.3042204771817394	3.3175592680580532	4.167387664416945	3.3738955036335367	
ENSPTRG00000017804	5.766213367668263	6.855221032141658	5.708672319155759	6.507613549546525	4.741871792370834
ENSPTRG00000017810	9.825795863201249	9.93645991910916	10.207708464176967	10.789710149250551	8.986733049125704
ENSPTRG00000017819	8.747895042539426	9.169429832676208	9.037098105504766	9.999018121789245	7.326205278748635
ENSPTRG00000017824	8.341163125142941	9.056489005351638	8.567867695221311	9.76530799280658	8.76974555426008
ENSPTRG00000017858	9.478914549464049	9.938267537948942	10.352436572242835	11.24120446577893	9.167882591539941
ENSPTRG00000018043	2.5262107748931864	2.657255441316737	2.8773566545538483		3.1282904763597217
ENSPTRG00000018517	3.451681087276753	3.660849797409164	3.576706361855357	2.2153283483306305	3.1019559490529387
ENSPTRG00000020531	4.2311161225097775	2.048820886845986	4.430679373024077		3.6940575254526324
ENSPTRG00000021061	2.450332032125569	2.161948437692893	2.2872014353784675	3.600878255052788	2.1660472101426373
ENSPTRG00000023647	2.302166160401454	3.1064131943453366	2.268397582825057		3.327033157214213
ENSPTRG00000028180	3.2212791132188388	2.603720647329487	2.7810297118292953	4.721736801133909	3.891114173308022
ENSPTRG00000029209	3.1714699142791765	3.0554386230117503	3.2064834469384484		4.053477256162163
ENSPTRG00000029431	2.392410115950148	2.1771549689390106	2.7288350246359965		2.4035255664423913
ENSPTRG00000029801	6.004314439371735	6.431668607000735	6.119262012842991	7.909422921595915	6.169767641735469
ENSPTRG00000029870	3.258500081246567	3.6011814346437054	4.414078703728529		3.1729541057293837
ENSPTRG00000030689		2.951928088797681	3.02925939984988	3.27960912714973	3.8617492036365726
ENSPTRG00000031284	2.1067933936489727	2.6842483346189656	2.624328102593333		2.7895335252352367
ENSPTRG00000034187		2.4913731268349797	2.879829815927969	3.073891048247992	2.3221414375982574
ENSPTRG00000039924	3.9162854365088364	3.831095029793548	4.1835034877273625	3.3695366446674497	2.4067611815494825
ENSPTRG00000040466	2.1186912796234374	3.217644298185854	2.0559650554038376		2.7233684960558264
ENSPTRG00000042020	4.10174698132117	2.071613270859832	3.499151027414256		2.3095934911687785
ENSPTRG00000042548	2.591633163752634	2.3279539884815783	2.344512276414027		2.472776878441508
ENSPTRG00000042706	7.445015472184948	8.728629968165611	8.526097827788487	9.673126605184631	8.466565578088527
ENSPTRG00000042747	2.093824288934899	2.285930799339178		2.0644256181598792	2.3465953762435063
ENSPTRG00000042751	8.78908956560713	9.517375358903415	9.201282703608308	10.512622378182519	9.194741301804429
ENSPTRG00000043111	2.6941074607535382	3.1425209287833744		3.789224137680934	3.5125566026741337
ENSPTRG00000043155	9.849888957368782	10.17130285396296	10.714623161512245	11.052682806252896	10.123035474037568
ENSPTRG00000043305	2.401375243235346	2.6878879739588344	2.3003471117465293		3.3399229044811203
ENSPTRG00000043345	6.814217725375857	7.853852126976443	6.16624938933094	8.661421956597389	7.165624439151021
ENSPTRG00000043373	2.094981334653199	2.159044710721699	2.448172340939201		2.524691229476001
ENSPTRG00000043412	3.2007105470094017	3.722343198607761	4.507568764980597	3.1792599371364174	3.710751065756646
ENSPTRG00000043682	5.612784429218373	7.014793376202176	5.6674515862410955	6.948354604714599	6.205320438336622
ENSPTRG00000043707	4.86475432739896	5.912693010699053	4.336802765433986	5.991073266752582	4.309160963676741
ENSPTRG00000043867	2.6356833949487077	3.2470118663426835	2.679823346560845		2.76763196848245
