ENSG00000004468	3.2122826709666845	2.9396159551205887	2.286321606035249		4.193522718567865	3.7944109322961226	3.1172394440858233	2.1887715191196895	4.507682562823401	4.109419609204333	3.4485551822704097	2.4122302410264855	3.181917332590384	3.3360774986061665
ENSG00000008517	3.459291505089739	2.593563274577587	3.4168048240783966	3.6283874792000272	3.0189499706592966	2.1323410650310417	2.924124398331773	2.9548997389660396	2.446696897046177		2.440777666385933	2.347970727114049		
ENSG00000008988	-3.4174343957005995	-3.8303986036573403	-3.715879677579267	-3.2235671927161187	-3.2953753708263376	-3.6723643529254413	-3.5177855073855326	-2.8846438735489697	-3.467144918593942	-3.8729178175183576	-3.7544430923195655	-2.9982794277705915	-2.9461838188064178	-3.3039855124191644
ENSG00000013441	-2.089457569208276	-2.2053117507811635	-2.1530564944227937		-2.7875783232248894	-2.818635207459081	-2.747154172810708	-2.0724435268107344	-3.463161731892844	-3.470073346085929	-3.436600569670156	-2.683950280624916		-2.550529469336547
ENSG00000022976	-2.4188312542281807	-2.367415110891324	-2.421324532726518	-2.315545722180842	-2.4065776614759358	-2.321153785424117	-2.3502564724086934	-2.147924202057861	-2.2125225502788712	-2.1598711902584817	-2.2126158301877683			
ENSG00000023445			-2.0527293818101593	-3.1296814169161613	-3.4698380261348327	-3.1612844811513816	-3.4476319417062413	-4.501802405953402	-3.1901703541001565	-2.922797835867376	-3.251893323972147	-4.185217173867915	-3.1162803613717482	-2.655345318179278
ENSG00000025039	-3.0393347879659696		-3.840866831260984	-2.9822105504636904	-3.6982867455264268	-2.4062052499533197	-4.373319953479775	-3.4389015929189957	-3.5634849545610305	-2.271767365803177	-4.3491951162628295	-3.2478091576937342		
ENSG00000029153	-2.379181387339058	-2.4962757869447407	-2.8055577743286473	-3.738885038416307	-2.3955588947869737	-2.4782085820933495	-2.760834141265399	-3.540338717260024	-3.0586039733980703	-3.116255678332471	-3.448585442998295	-4.164011182244394	-3.83964706119444	-3.452575497002304
ENSG00000030419	3.2623706529727907	3.3873482080211113	3.5015715402572436		2.575466830949695	2.7096362548471404	2.7849033145554767		2.8116408389031586	2.9555470729510325	3.067405626300525			2.203516603303938
ENSG00000038210	2.125361267558052	2.477702028121998	2.7949957534890912	2.379528910086429		2.179571637224486	2.468838558767004		2.4007843749718694	2.7345070893088903	3.0691773181843316	2.466411188140748		2.060932435493517
ENSG00000063046	-2.5102442894478187			-2.838992390645468	-2.711168869588397	-2.09291419228049	-2.121794267632481	-2.85894690540112	-2.676162693020882	-2.0642275614773786	-2.1164701256218477	-2.784670731041144	-3.1563221070937253	-2.492576557171251
